Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
137,2010,NBA,1,3,NJN,Derrick Favors,18.349,F-C,us,Georgia Institute of Technology,2011.0,2019.0,560.0,26.1,11.5,7.2,1.1,0.8,1.3,0.517,0.523,0.196,0.663,41.7,0.137
138,2010,NBA,1,5,SAC,DeMarcus Cousins,19.32,C-F,us,University of Kentucky,2011.0,2018.0,535.0,32.3,21.5,11.0,3.2,1.4,1.2,0.46,0.474,0.338,0.737,41.6,0.115
139,2011,NBA,1,11,GSW,Klay Thompson,21.14,G-F,us,Washington State University,2012.0,2019.0,543.0,32.9,19.2,3.4,2.3,0.9,0.5,0.457,0.487,0.419,0.853,41.4,0.111
140,2007,NBA,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008.0,2019.0,793.0,23.4,7.9,3.3,1.6,0.8,0.2,0.466,0.518,0.396,0.733,40.6,0.105
141,2008,NBA,1,15,PHO,Robin Lopez,20.091,C,us,Stanford University,2009.0,2019.0,695.0,23.2,9.0,5.4,0.8,0.3,1.2,0.526,0.528,0.2,0.76,40.1,0.12
142,2003,NBA,2,47,UTA,Mo Williams,20.194,G,us,University of Alabama,2004.0,2016.0,818.0,29.2,13.2,2.8,4.9,0.9,0.1,0.434,0.46,0.378,0.871,40.0,0.08
143,1998,NBA,1,17,MIN,Rasho Nesterovic,22.03,C,si,,1999.0,2010.0,811.0,22.2,6.8,5.1,1.0,0.4,1.2,0.502,0.503,0.077,0.585,39.9,0.107
144,2005,NBA,1,5,CHA,Raymond Felton,21.007,G,us,University of North Carolina,2006.0,2019.0,940.0,30.3,11.4,3.0,5.4,1.2,0.2,0.412,0.445,0.328,0.789,39.5,0.067
145,2013,NBA,1,15,MIL,Giannis Antetokounmpo,18.208,F-G,gr,,2014.0,2019.0,398.0,32.7,17.3,7.6,3.8,1.2,1.3,0.506,0.537,0.278,0.745,39.5,0.146
146,1998,NBA,1,3,DEN,Raef LaFrentz,22.031,F-C,us,University of Kansas,1999.0,2008.0,563.0,25.8,10.1,6.1,1.1,0.5,1.6,0.466,0.505,0.363,0.711,39.4,0.13
147,2012,NBA,2,35,GSW,Draymond Green,22.122,F,us,Michigan State University,2013.0,2019.0,473.0,27.7,9.3,6.9,4.6,1.4,1.1,0.439,0.505,0.327,0.707,39.3,0.144
148,2013,NBA,1,27,DEN,Rudy Gobert,21.006,C,fr,,2014.0,2019.0,329.0,28.0,10.0,10.0,1.2,0.7,2.2,0.615,0.616,0.0,0.631,39.1,0.204
149,2005,NBA,1,8,NYK,Channing Frye,22.048,C-F,us,University of Arizona,2006.0,2019.0,855.0,22.8,9.0,4.6,1.0,0.5,0.6,0.442,0.478,0.387,0.823,38.8,0.096
150,2004,NBA,1,25,BOS,Tony Allen,22.17,G-F,us,Oklahoma State University,2005.0,2018.0,820.0,22.0,8.1,3.5,1.3,1.4,0.4,0.475,0.492,0.282,0.709,38.7,0.103
151,1998,NBA,1,7,SAC,Jason Williams,22.224,G,us,University of Florida,1999.0,2011.0,788.0,29.4,10.5,2.3,5.9,1.2,0.1,0.398,0.467,0.327,0.813,38.5,0.08
152,2003,NBA,2,45,CHI,Matt Bonner,23.087,F,us,University of Florida,2005.0,2016.0,792.0,16.9,5.8,3.0,0.7,0.4,0.3,0.464,0.516,0.414,0.78,38.5,0.138
153,2008,NBA,1,22,ORL,Courtney Lee,22.272,G,us,Western Kentucky University,2009.0,2018.0,753.0,28.1,10.0,2.7,1.7,1.0,0.3,0.451,0.483,0.389,0.856,38.2,0.087
154,2003,NBA,1,29,DAL,Josh Howard,23.064,F-G,us,Wake Forest University,2004.0,2013.0,507.0,30.3,14.3,5.7,1.6,1.0,0.5,0.448,0.471,0.332,0.77,38.0,0.119
155,2003,NBA,1,28,SAS,Leandro Barbosa,20.215,G,br,,2004.0,2017.0,850.0,21.6,10.6,2.0,2.1,0.8,0.1,0.459,0.498,0.387,0.821,37.4,0.098
156,2005,NBA,1,10,LAL,Andrew Bynum,17.249,C,us,,2006.0,2014.0,418.0,25.6,11.5,7.7,1.2,0.3,1.6,0.556,0.557,0.111,0.69,37.4,0.168
157,2006,NBA,1,6,MIN,Brandon Roy,21.345,G,us,University of Washington,2007.0,2013.0,326.0,35.5,18.8,4.3,4.7,1.0,0.2,0.459,0.485,0.348,0.8,37.4,0.155
158,2011,NBA,1,4,CLE,Tristan Thompson,20.107,F-C,ca,University of Texas at Austin,2012.0,2019.0,524.0,27.8,9.0,8.4,0.8,0.5,0.7,0.517,0.518,0.0,0.608,37.4,0.123
159,2006,NBA,1,13,PHI,Thabo Sefolosha,22.062,G-F,ch,,2007.0,2018.0,778.0,23.2,6.1,3.9,1.5,1.1,0.4,0.449,0.5,0.347,0.737,37.2,0.099
160,2005,NBA,1,22,DEN,Jarrett Jack,21.249,G,us,Georgia Institute of Technology,2006.0,2018.0,867.0,27.8,10.8,2.9,4.6,0.8,0.1,0.44,0.47,0.343,0.855,36.8,0.073
161,2007,NBA,1,5,BOS,Jeff Green,20.309,F,us,Georgetown University,2008.0,2019.0,788.0,30.3,13.2,4.6,1.6,0.7,0.5,0.438,0.477,0.33,0.799,36.7,0.074
162,1997,NBA,1,5,DEN,Tony Battie,21.14,C-F,us,Texas Tech University,1998.0,2012.0,837.0,21.1,6.1,5.1,0.6,0.5,0.9,0.488,0.494,0.162,0.69,36.4,0.099
163,1997,NBA,2,42,PHO,Stephen Jackson,19.086,F-G,us,Butler County Community College,2001.0,2014.0,858.0,31.9,15.1,3.9,3.1,1.3,0.4,0.414,0.456,0.333,0.798,36.1,0.063
164,2003,NBA,1,14,SEA,Luke Ridnour,22.138,G,us,University of Oregon,2004.0,2015.0,830.0,26.1,9.3,2.3,4.5,1.0,0.2,0.431,0.458,0.349,0.862,36.0,0.08
165,2007,NBA,2,31,SEA,Carl Landry,23.288,F,us,Purdue University,2008.0,2016.0,513.0,22.5,10.8,4.9,0.7,0.4,0.4,0.535,0.537,0.3,0.785,35.9,0.149
166,2008,NBA,1,17,TOR,Roy Hibbert,21.203,C,us,Georgetown University,2009.0,2017.0,662.0,24.8,10.0,6.3,1.3,0.4,1.7,0.465,0.466,0.25,0.755,35.9,0.105
167,2010,NBA,1,13,TOR,Ed Davis,21.024,F,us,University of North Carolina,2011.0,2019.0,564.0,20.6,6.6,6.5,0.8,0.5,0.9,0.564,0.565,0.0,0.579,35.9,0.149
168,2011,NBA,1,22,DEN,Kenneth Faried,21.221,F,us,Morehead State University,2012.0,2019.0,443.0,24.9,11.4,8.2,1.0,0.8,0.8,0.544,0.546,0.1,0.655,35.9,0.157
169,2000,NBA,1,21,TOR,Morris Peterson,22.312,F,us,Michigan State University,2001.0,2011.0,711.0,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.089
170,1997,NBA,1,7,NJN,Tim Thomas,20.124,F,us,Villanova University,1998.0,2010.0,824.0,25.9,11.5,4.1,1.5,0.7,0.4,0.437,0.47,0.369,0.758,35.2,0.079
171,2015,NBA,1,1,MIN,Karl-Anthony Towns,19.227,C-F,us,University of Kentucky,2016.0,2019.0,252.0,34.8,21.4,11.6,2.3,0.7,1.5,0.541,0.572,0.389,0.839,35.2,0.193
172,1998,NBA,2,31,LAL,Ruben Patterson,22.334,F,us,University of Cincinnati,1999.0,2008.0,649.0,24.6,10.7,4.2,1.8,1.2,0.4,0.517,0.53,0.179,0.641,35.1,0.106
173,2008,NBA,1,9,CHA,D.J. Augustin,20.234,G,us,University of Texas at Austin,2009.0,2019.0,731.0,23.6,9.6,1.8,3.8,0.6,0.0,0.406,0.429,0.376,0.863,35.0,0.097
174,2011,NBA,1,3,UTA,Enes Kanter,19.038,C,ch,,2012.0,2019.0,522.0,22.0,11.7,7.4,0.7,0.4,0.5,0.54,0.546,0.295,0.78,34.7,0.145
175,2008,NBA,1,1,CHI,Derrick Rose,19.27,G,us,University of Memphis,2009.0,2019.0,501.0,33.7,18.9,3.6,5.7,0.8,0.4,0.45,0.479,0.296,0.822,34.5,0.098
176,1998,NBA,1,29,UTA,Nazr Mohammed,20.297,C,us,University of Kentucky,1999.0,2016.0,1005.0,15.8,5.8,4.7,0.4,0.4,0.6,0.486,0.487,0.0,0.64,34.3,0.104
177,2009,NBA,2,46,CLE,Danny Green,22.009,G-F,us,University of North Carolina,2010.0,2019.0,546.0,25.2,8.8,3.4,1.6,1.0,0.8,0.418,0.453,0.396,0.816,34.0,0.119
178,2002,NBA,1,26,SAS,John Salmons,22.202,G,us,University of Miami,2003.0,2015.0,895.0,26.4,9.3,2.9,2.4,0.8,0.3,0.431,0.457,0.366,0.799,33.9,0.069
179,2009,NBA,1,17,PHI,Jrue Holiday,19.018,G,us,"University of California, Los Angeles",2010.0,2019.0,589.0,32.8,14.9,3.7,6.2,1.5,0.4,0.449,0.479,0.358,0.788,33.9,0.084
180,2007,NBA,1,27,DET,Arron Afflalo,21.261,G,us,"University of California, Los Angeles",2008.0,2018.0,762.0,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.481,0.386,0.825,33.5,0.077
181,2004,NBA,1,3,CHI,Ben Gordon,21.087,G,gb,University of Connecticut,2005.0,2015.0,744.0,27.4,14.9,2.5,2.5,0.7,0.2,0.432,0.447,0.401,0.857,33.3,0.078
182,1998,NBA,2,39,MIL,Rafer Alston,21.34,G,us,"California State University, Fresno",2000.0,2010.0,671.0,28.9,10.1,2.8,4.8,1.2,0.2,0.383,0.407,0.354,0.729,32.9,0.081
183,2000,NBA,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001.0,2013.0,783.0,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076
184,2011,NBA,1,19,CHA,Tobias Harris,18.347,F,us,University of Tennessee,2012.0,2019.0,469.0,29.7,14.7,5.6,1.7,0.8,0.5,0.467,0.508,0.356,0.811,32.8,0.113
185,1997,NBA,1,16,CLE,Brevin Knight,21.235,G,us,Stanford University,1998.0,2009.0,729.0,24.9,7.3,2.4,6.1,1.7,0.1,0.412,0.419,0.134,0.789,32.6,0.086
186,1998,NBA,1,8,PHI,Larry Hughes,19.157,G,us,Saint Louis University,1999.0,2012.0,727.0,30.8,14.1,4.2,3.1,1.5,0.4,0.406,0.428,0.309,0.757,32.3,0.069
187,2008,NBA,2,34,MIN,Mario Chalmers,22.044,G,us,University of Kansas,2009.0,2018.0,646.0,26.7,8.9,2.5,3.7,1.5,0.2,0.417,0.475,0.351,0.793,32.3,0.09
188,2011,NBA,1,16,PHI,Nikola Vucevic,20.247,C,ch,University of Southern California,2012.0,2019.0,461.0,29.8,14.8,9.8,2.2,0.8,0.9,0.499,0.509,0.322,0.73,32.3,0.113
189,1997,NBA,1,23,SEA,Bobby Jackson,24.11,G,us,University of Minnesota,1998.0,2009.0,755.0,22.2,9.7,3.1,2.6,0.9,0.1,0.417,0.444,0.354,0.793,31.4,0.09
190,2004,NBA,1,28,SAS,Beno Udrih,21.36,G,si,,2005.0,2017.0,831.0,21.9,8.4,2.1,3.4,0.7,0.1,0.463,0.496,0.349,0.833,31.4,0.083
191,1999,NBA,1,22,HOU,Kenny Thomas,21.345,F,us,University of New Mexico,2000.0,2010.0,632.0,27.4,9.3,6.9,1.5,0.8,0.4,0.465,0.476,0.244,0.699,31.2,0.086
192,2010,NBA,2,33,SAC,Hassan Whiteside,21.016,C,us,Marshall University,2011.0,2019.0,275.0,26.8,13.6,11.5,0.5,0.6,2.4,0.573,0.573,0.667,0.626,30.9,0.201
193,2004,NBA,1,11,GSW,Andris Biedrins,18.088,C,lv,,2005.0,2014.0,516.0,21.6,6.3,7.0,0.9,0.6,1.1,0.594,0.595,0.0,0.5,30.7,0.132
194,2008,NBA,1,7,LAC,Eric Gordon,19.188,G,us,Indiana University,2009.0,2019.0,566.0,33.2,16.7,2.5,3.0,0.9,0.3,0.429,0.473,0.375,0.817,30.7,0.078
195,2006,NBA,1,14,UTA,Ronnie Brewer,21.105,G-F,us,University of Arkansas,2007.0,2014.0,502.0,23.0,7.8,2.8,1.6,1.2,0.2,0.49,0.52,0.254,0.675,30.4,0.127
196,2004,NBA,1,14,UTA,Kris Humphries,19.143,F-C,us,University of Minnesota,2005.0,2017.0,800.0,17.8,6.7,5.4,0.7,0.4,0.6,0.463,0.471,0.293,0.7,30.3,0.102
197,2013,NBA,1,12,OKC,Steven Adams,19.347,C,nz,University of Pittsburgh,2014.0,2019.0,391.0,25.6,8.8,7.0,0.9,0.8,1.0,0.585,0.587,0.0,0.566,30.0,0.144
198,2009,NBA,1,10,MIL,Brandon Jennings,19.28,G,us,,2010.0,2018.0,555.0,30.3,14.1,3.0,5.7,1.2,0.2,0.387,0.412,0.345,0.796,29.9,0.085
199,2010,NBA,1,18,OKC,Eric Bledsoe,20.202,G,us,University of Kentucky,2011.0,2019.0,497.0,27.7,13.8,3.8,4.7,1.5,0.5,0.45,0.492,0.338,0.799,29.6,0.103
200,1998,NBA,1,11,DET,Bonzi Wells,21.274,G-F,us,Ball State University,1999.0,2008.0,591.0,25.6,12.1,4.6,2.1,1.3,0.3,0.46,0.477,0.327,0.697,29.4,0.093
201,2005,NBA,2,34,UTA,C.J. Miles,18.076,G-F,us,,2006.0,2019.0,791.0,20.7,9.8,2.4,1.1,0.7,0.3,0.414,0.465,0.36,0.808,29.3,0.086
202,2012,NBA,1,3,WAS,Bradley Beal,19.005,G,us,University of Florida,2013.0,2019.0,411.0,33.9,18.7,3.7,3.4,1.1,0.3,0.446,0.474,0.394,0.794,29.2,0.101
203,2003,NBA,2,38,WAS,Steve Blake,23.126,G,us,University of Maryland,2004.0,2016.0,870.0,23.9,6.5,2.1,4.0,0.7,0.1,0.401,0.42,0.383,0.779,29.1,0.067
204,2011,NBA,2,38,HOU,Chandler Parsons,22.246,F,us,University of Florida,2012.0,2019.0,413.0,30.9,13.0,4.6,2.8,0.9,0.4,0.466,0.524,0.376,0.708,29.1,0.11
205,2007,NBA,2,56,MIL,Ramon Sessions,21.083,G,us,"University of Nevada, Reno",2008.0,2018.0,691.0,23.3,10.3,2.7,4.1,0.7,0.1,0.434,0.45,0.316,0.791,28.8,0.086
206,2007,NBA,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008.0,2017.0,651.0,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.824,28.7,0.077
207,1997,NBA,1,15,DAL,Kelvin Cato,22.309,C,us,Iowa State University,1998.0,2007.0,541.0,19.6,5.5,5.3,0.5,0.5,1.3,0.507,0.509,0.077,0.644,28.6,0.129
208,2009,NBA,1,4,SAC,Tyreke Evans,19.284,G-F,us,University of Memphis,2010.0,2019.0,530.0,32.0,16.4,4.8,5.1,1.3,0.4,0.445,0.473,0.319,0.758,28.5,0.081
209,2009,NBA,1,5,MIN,Ricky Rubio,18.252,G,es,,2012.0,2019.0,434.0,31.3,10.8,4.3,7.9,2.0,0.1,0.383,0.405,0.324,0.837,28.3,0.1
210,2014,NBA,2,41,DEN,Nikola Jokic,19.132,C-F,rs,,2016.0,2019.0,233.0,27.3,15.1,9.2,4.5,1.0,0.7,0.531,0.574,0.367,0.832,28.3,0.213
211,2004,NBA,1,4,LAC,Shaun Livingston,18.291,G,us,,2005.0,2019.0,773.0,21.1,6.5,2.4,3.1,0.7,0.4,0.485,0.49,0.183,0.795,28.1,0.083
212,1998,NBA,1,21,CHH,Ricky Davis,18.279,G,us,University of Iowa,1999.0,2010.0,736.0,29.8,13.5,3.5,3.3,1.0,0.3,0.446,0.466,0.361,0.781,28.0,0.061
213,2003,NBA,1,27,MEM,Kendrick Perkins,18.232,C,us,,2004.0,2018.0,782.0,21.9,5.4,5.8,1.0,0.3,1.2,0.53,0.532,0.0,0.594,27.9,0.078
214,2005,NBA,1,21,PHO,Nate Robinson,21.033,G,us,University of Washington,2006.0,2016.0,618.0,22.5,11.0,2.3,3.0,0.9,0.1,0.423,0.463,0.36,0.796,27.8,0.096
215,2000,NBA,1,19,CHH,Jamaal Magloire,22.044,C,ca,University of Kentucky,2001.0,2012.0,680.0,21.5,7.2,6.5,0.6,0.3,0.9,0.48,0.481,0.0,0.639,27.7,0.091
216,2010,NBA,1,14,HOU,Patrick Patterson,21.107,F,us,University of Kentucky,2011.0,2019.0,563.0,22.7,7.3,4.3,1.1,0.6,0.5,0.454,0.502,0.369,0.757,27.7,0.104
217,1997,NBA,1,12,IND,Austin Croshere,22.061,F,us,Providence College,1998.0,2009.0,659.0,17.4,6.8,4.0,1.0,0.4,0.3,0.407,0.443,0.34,0.861,27.6,0.115
218,2008,NBA,1,23,UTA,Kosta Koufos,19.127,C,us,Ohio State University,2009.0,2018.0,644.0,16.7,5.8,5.1,0.5,0.4,0.8,0.537,0.538,0.0,0.587,27.6,0.123
219,2007,NBA,1,18,GSW,Marco Belinelli,21.1,G-F,it,,2008.0,2019.0,728.0,23.3,9.9,2.0,1.7,0.6,0.1,0.427,0.466,0.377,0.842,27.3,0.077
220,2002,NBA,1,8,LAC,Chris Wilcox,19.301,F,us,University of Maryland,2003.0,2013.0,628.0,19.9,8.2,4.9,0.7,0.5,0.4,0.541,0.543,0.0,0.643,26.9,0.103
221,2007,NBA,1,23,NYK,Wilson Chandler,20.054,F,us,DePaul University,2008.0,2018.0,590.0,31.1,13.5,5.4,1.8,0.7,0.6,0.445,0.496,0.341,0.769,26.8,0.07
222,1997,NBA,1,19,DET,Scot Pollard,22.139,C,us,University of Kansas,1998.0,2008.0,506.0,16.5,4.4,4.6,0.4,0.6,0.7,0.494,0.494,0.0,0.709,26.6,0.153
223,2008,NBA,1,18,WAS,JaVale McGee,20.164,C,us,"University of Nevada, Reno",2009.0,2019.0,563.0,16.8,7.6,4.8,0.3,0.4,1.5,0.56,0.562,0.118,0.583,26.6,0.135
224,2001,NBA,1,12,SEA,Vladimir Radmanovic,20.225,F,ba,,2002.0,2013.0,737.0,21.9,8.0,3.8,1.4,0.7,0.4,0.415,0.451,0.378,0.758,26.5,0.079
225,2007,NBA,1,8,CHA,Brandan Wright,19.271,F-C,us,University of North Carolina,2008.0,2018.0,428.0,16.2,7.0,3.6,0.5,0.5,1.0,0.607,0.61,0.0,0.674,26.2,0.181
226,2010,NBA,1,23,MIN,Trevor Booker,22.217,F,us,Clemson University,2011.0,2018.0,532.0,20.4,6.9,5.5,1.1,0.7,0.5,0.515,0.534,0.305,0.636,26.2,0.116
227,2009,NBA,1,27,MEM,DeMarre Carroll,22.339,F,us,University of Missouri,2010.0,2018.0,487.0,24.0,8.9,4.2,1.3,1.0,0.3,0.436,0.489,0.364,0.738,26.1,0.107
228,2008,NBA,2,37,MIL,Luc Mbah a Moute,21.296,F,cm,"University of California, Los Angeles",2009.0,2019.0,686.0,23.3,6.4,4.1,0.9,0.9,0.4,0.454,0.478,0.335,0.66,26.0,0.078
229,2012,NBA,1,7,GSW,Harrison Barnes,20.034,F,us,University of North Carolina,2013.0,2019.0,464.0,30.4,13.1,4.9,1.5,0.7,0.2,0.451,0.48,0.366,0.788,26.0,0.089
230,2013,NBA,1,3,WAS,Otto Porter,20.029,F,us,Georgetown University,2014.0,2019.0,348.0,26.5,10.5,4.9,1.4,1.1,0.4,0.486,0.535,0.401,0.789,26.0,0.135
231,2004,NBA,1,19,MIA,Dorell Wright,18.209,F-G,us,,2005.0,2015.0,549.0,22.4,8.4,3.8,1.5,0.8,0.5,0.424,0.469,0.365,0.806,25.9,0.101
232,2008,NBA,1,16,PHI,Marreese Speights,20.332,C-F,us,University of Florida,2009.0,2018.0,705.0,15.1,7.9,4.1,0.7,0.3,0.5,0.459,0.475,0.356,0.797,25.8,0.116
233,2004,NBA,1,6,ATL,Josh Childress,21.01,G-F,us,Stanford University,2005.0,2014.0,391.0,26.7,9.1,4.7,1.6,0.9,0.5,0.522,0.548,0.329,0.779,25.7,0.118
234,2012,NBA,2,39,DET,Khris Middleton,20.326,F-G,us,Texas A&M University,2013.0,2019.0,383.0,31.8,15.2,4.1,3.0,1.4,0.2,0.455,0.483,0.396,0.877,25.7,0.101
235,2013,NBA,1,22,BRK,Mason Plumlee,23.12,C-F,us,Duke University,2014.0,2019.0,394.0,22.3,8.6,6.3,2.0,0.8,1.0,0.567,0.571,0.0,0.564,25.5,0.139
236,2006,NBA,2,35,TOR,P.J. Tucker,21.059,F,us,University of Texas at Austin,2007.0,2019.0,505.0,27.9,7.4,5.7,1.5,1.2,0.3,0.426,0.47,0.357,0.746,25.3,0.086
237,2007,NBA,1,28,SAS,Tiago Splitter,22.183,F-C,br,,2011.0,2017.0,355.0,19.2,7.9,5.0,1.2,0.6,0.6,0.555,0.558,0.143,0.697,25.3,0.178
238,2003,NBA,2,49,IND,James Jones,22.27,F-G,us,University of Miami,2004.0,2017.0,709.0,15.7,5.2,1.8,0.5,0.3,0.3,0.401,0.402,0.401,0.84,25.2,0.109
239,2004,NBA,2,38,CHI,Chris Duhon,21.303,G,us,Duke University,2005.0,2013.0,606.0,25.6,6.5,2.3,4.4,0.8,0.1,0.393,0.426,0.363,0.784,25.0,0.077
240,2012,NBA,2,34,CLE,Jae Crowder,21.363,F,us,Marquette University,2013.0,2019.0,467.0,23.8,9.1,3.8,1.4,1.0,0.3,0.429,0.511,0.342,0.791,24.9,0.108
241,2000,NBA,2,38,HOU,Eduardo Najera,23.358,F,mx,University of Oklahoma,2001.0,2012.0,619.0,18.1,4.9,3.7,0.8,0.7,0.4,0.481,0.509,0.311,0.671,24.7,0.106
242,2005,NBA,1,6,POR,Martell Webster,18.211,G-F,us,,2006.0,2015.0,580.0,24.0,8.7,3.1,1.0,0.5,0.3,0.418,0.454,0.382,0.791,24.7,0.085
243,2003,NBA,1,6,LAC,Chris Kaman,21.064,C,us,Central Michigan University,2004.0,2016.0,735.0,26.7,11.2,7.6,1.3,0.4,1.3,0.489,0.49,0.042,0.743,24.6,0.06
244,1997,NBA,1,21,NJN,Anthony Parker,22.012,G,us,Bradley University,1998.0,2012.0,494.0,27.8,9.1,3.2,2.3,0.9,0.2,0.444,0.469,0.404,0.794,24.5,0.085
245,2004,NBA,1,24,BOS,Delonte West,20.339,G,us,Saint Joseph's University,2005.0,2012.0,432.0,27.4,9.7,2.9,3.6,1.1,0.4,0.448,0.479,0.372,0.826,24.5,0.099
246,2009,NBA,2,41,MIL,Jodie Meeks,21.314,G,us,University of Kentucky,2010.0,2018.0,531.0,22.6,9.3,2.1,1.1,0.8,0.1,0.418,0.469,0.372,0.879,24.0,0.096
247,2009,NBA,2,55,POR,Patrick Mills,20.323,G,au,Saint Mary's College of California,2010.0,2019.0,527.0,18.4,8.2,1.6,2.3,0.6,0.1,0.431,0.478,0.389,0.845,23.9,0.118
248,2008,NBA,1,12,SAC,Jason Thompson,21.346,F-C,us,Rider University,2009.0,2016.0,588.0,25.2,8.9,6.6,1.1,0.5,0.7,0.496,0.5,0.143,0.657,23.8,0.077
249,2005,NBA,1,28,SAS,Ian Mahinmi,18.24,C,fr,,2008.0,2019.0,550.0,16.5,5.1,4.3,0.5,0.6,0.7,0.54,0.543,0.0,0.606,23.7,0.125
250,2011,NBA,1,24,OKC,Reggie Jackson,21.073,G,it,Boston College,2012.0,2019.0,452.0,24.8,12.5,3.0,4.4,0.7,0.1,0.43,0.471,0.321,0.856,23.7,0.102
251,2006,NBA,1,7,BOS,Randy Foye,22.283,G,us,Villanova University,2007.0,2017.0,752.0,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,23.5,0.058
252,1997,NBA,2,39,SAC,Anthony Johnson,22.272,G,us,College of Charleston,1998.0,2010.0,793.0,19.6,5.6,1.7,2.9,0.7,0.1,0.414,0.431,0.356,0.745,23.2,0.072
253,2000,NBA,1,17,SEA,Desmond Mason,22.266,F,us,Oklahoma State University,2001.0,2010.0,643.0,30.5,12.1,4.5,1.6,0.7,0.4,0.449,0.456,0.26,0.74,23.1,0.056
254,2000,NBA,1,9,HOU,Joel Przybilla,20.267,C,us,University of Minnesota,2001.0,2013.0,592.0,19.8,3.9,6.2,0.4,0.3,1.4,0.552,0.553,0.0,0.557,23.0,0.094
255,2009,NBA,2,33,POR,Dante Cunningham,22.07,F,us,Villanova University,2010.0,2019.0,655.0,21.4,6.0,3.8,0.7,0.7,0.5,0.468,0.493,0.333,0.646,23.0,0.079
256,2009,NBA,2,39,DET,Jonas Jerebko,22.121,F,se,,2010.0,2019.0,568.0,18.0,6.2,4.0,0.8,0.5,0.2,0.457,0.502,0.364,0.765,22.8,0.107
257,2011,NBA,1,14,HOU,Marcus Morris,21.299,F,us,University of Kansas,2012.0,2019.0,475.0,26.3,11.2,4.4,1.5,0.7,0.2,0.428,0.471,0.358,0.733,22.8,0.088
258,2005,NBA,1,7,TOR,Charlie Villanueva,20.313,F,us,University of Connecticut,2006.0,2016.0,656.0,20.7,10.4,4.6,0.8,0.5,0.5,0.435,0.484,0.341,0.772,22.6,0.08
259,2007,NBA,1,10,SAC,Spencer Hawes,19.065,C-F,us,University of Washington,2008.0,2017.0,684.0,22.7,8.7,5.7,1.9,0.4,1.0,0.457,0.482,0.35,0.716,22.6,0.07
260,2003,NBA,1,25,DET,Carlos Delfino,20.306,G,ar,,2005.0,2013.0,507.0,22.8,8.1,3.6,1.7,0.9,0.2,0.401,0.438,0.365,0.758,22.5,0.093
261,2011,NBA,1,13,PHO,Markieff Morris,21.299,F,us,University of Kansas,2012.0,2019.0,526.0,26.4,11.9,5.6,1.7,0.9,0.6,0.452,0.481,0.342,0.778,22.5,0.078
262,2013,NBA,1,10,POR,CJ McCollum,21.287,G,us,Lehigh University,2014.0,2019.0,345.0,29.2,17.2,3.0,2.9,0.9,0.3,0.453,0.475,0.408,0.843,22.4,0.107
263,1997,NBA,1,10,MIL,Danny Fortson,21.095,F,us,University of Cincinnati,1998.0,2007.0,440.0,20.1,8.2,7.2,0.7,0.4,0.2,0.472,0.473,0.167,0.785,22.3,0.121
264,2013,NBA,1,2,ORL,Victor Oladipo,21.059,G,us,Indiana University,2014.0,2019.0,371.0,33.3,17.4,4.5,3.8,1.7,0.5,0.445,0.483,0.354,0.796,22.3,0.087
265,2008,NBA,1,19,CLE,J.J. Hickson,19.3,F-C,us,North Carolina State University,2009.0,2016.0,534.0,22.3,9.5,6.8,0.8,0.5,0.6,0.505,0.508,0.0,0.617,21.9,0.088
266,2009,NBA,1,16,CHI,James Johnson,22.131,F,us,Wake Forest University,2010.0,2018.0,547.0,20.7,8.0,3.6,2.1,0.8,0.9,0.481,0.534,0.299,0.694,21.9,0.093
267,2013,NBA,1,21,UTA,Gorgui Dieng,23.166,C,sn,University of Louisville,2014.0,2019.0,382.0,24.4,8.3,6.6,1.5,0.9,1.1,0.506,0.518,0.321,0.786,21.9,0.113
268,2008,NBA,1,3,MIN,O.J. Mayo,20.239,G,us,University of Southern California,2009.0,2016.0,547.0,30.9,13.8,3.1,2.9,1.0,0.3,0.429,0.459,0.373,0.82,21.8,0.062
269,2010,NBA,1,8,LAC,Al-Farouq Aminu,19.281,F,us,Wake Forest University,2011.0,2019.0,593.0,24.8,7.5,5.9,1.2,1.0,0.6,0.421,0.464,0.335,0.726,21.8,0.071
270,1997,NBA,2,47,POR,Alvin Williams,22.329,G,us,Villanova University,1998.0,2007.0,460.0,27.4,9.0,2.5,4.1,1.2,0.2,0.421,0.443,0.313,0.76,21.7,0.082
271,2001,NBA,1,4,CHI,Eddy Curry,18.209,C,us,,2002.0,2013.0,527.0,24.9,12.9,5.2,0.5,0.3,0.7,0.545,0.544,1.0,0.642,21.7,0.08
